taxon_id	antibiotic	genome_id	genome_name	genome_drug.antibiotic	resistant_phenotype	genome_drug.measurement	measurement_value	genome_drug.measurement_unit	laboratory_typing_method	testing_standard	genome_drug.evidence	Specie	Genus
470	doripenem	470.7727	Acinetobacter baumannii strain MRSN7282	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.33281	Escherichia coli strain AR_0433	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.24248	Klebsiella pneumoniae strain 13	doripenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.20064	Klebsiella pneumoniae strain AR_0109	doripenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7498	Acinetobacter baumannii strain MRSN11796	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7506	Acinetobacter baumannii strain MRSN11812	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7376	Acinetobacter baumannii strain FDA-CDC-AR_0275	doripenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42867	Escherichia coli strain MUGSI_47	doripenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	doripenem	562.29007	Escherichia coli strain AR435	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	doripenem	562.28565	Escherichia coli strain AR_0368	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7765	Acinetobacter baumannii strain MRSN7338	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7678	Acinetobacter baumannii strain MRSN7220	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.8070	Acinetobacter baumannii strain MRSN7832	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7475	Acinetobacter baumannii strain MRSN11762	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7557	Acinetobacter baumannii strain MRSN15087	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7637	Acinetobacter baumannii strain MRSN7154	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.6327	Pseudomonas aeruginosa strain AR_0457	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7554	Acinetobacter baumannii strain MRSN15084	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7500	Acinetobacter baumannii strain MRSN11801	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.6328	Pseudomonas aeruginosa strain AR_0456	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	doripenem	562.17620	Escherichia coli strain AR_0114	doripenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7608	Acinetobacter baumannii strain MRSN7116	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7400	Acinetobacter baumannii strain FDA-CDC-AR_0300	doripenem	Susceptible	2	2	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.24400	Klebsiella pneumoniae strain MUGSI_318	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	doripenem	287.2975	Pseudomonas aeruginosa strain AR_0100	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	doripenem	287.6492	Pseudomonas aeruginosa strain AR_0111	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	doripenem	562.20499	Escherichia coli strain AR_0162	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	doripenem	287.6331	Pseudomonas aeruginosa strain AR_0352	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	doripenem	562.22426	Escherichia coli strain AR_0162	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7666	Acinetobacter baumannii strain MRSN7204	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7730	Acinetobacter baumannii strain MRSN7286	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.6329	Pseudomonas aeruginosa strain AR_0449	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.24351	Klebsiella pneumoniae strain MUGSI_139	doripenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7529	Acinetobacter baumannii strain MRSN15039	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7483	Acinetobacter baumannii strain MRSN11771	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7542	Acinetobacter baumannii strain MRSN15070	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7464	Acinetobacter baumannii strain MRSN11747	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.5701	Pseudomonas aeruginosa strain AR_0355	doripenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.12773	Klebsiella pneumoniae strain AR_0138	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	doripenem	562.42838	Escherichia coli strain MUGSI_209	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.27955	Klebsiella pneumoniae strain Kp10	doripenem	Resistant	>4	4	mg/L	MIC	CLSI		Klebsiella pneumoniae	Klebsiella
562	doripenem	562.19631	Escherichia coli strain AR_0151	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	doripenem	562.28805	Escherichia coli strain AR434	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.18088	Klebsiella pneumoniae strain AR_0079	doripenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7587	Acinetobacter baumannii strain MRSN7069	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.8067	Acinetobacter baumannii strain MRSN7828	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7533	Acinetobacter baumannii strain MRSN15045	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7484	Acinetobacter baumannii strain MRSN11772	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7479	Acinetobacter baumannii strain MRSN11766	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42840	Escherichia coli strain MUGSI_212	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	doripenem	287.2978	Pseudomonas aeruginosa strain AR_0064	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7531	Acinetobacter baumannii strain MRSN15043	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.5685	Pseudomonas aeruginosa strain AR_0360	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7450	Acinetobacter baumannii strain MRSN11725	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7592	Acinetobacter baumannii strain MRSN7079	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7386	Acinetobacter baumannii strain FDA-CDC-AR_0286	doripenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.5746	Pseudomonas aeruginosa strain AR_0443	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.9723	Klebsiella pneumoniae strain AR_0115	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7769	Acinetobacter baumannii strain MRSN7345	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.5959	Pseudomonas aeruginosa strain AR_0110	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.24397	Klebsiella pneumoniae strain MUGSI_314	doripenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.24442	Klebsiella pneumoniae strain MUGSI_83	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	doripenem	562.17721	Escherichia coli strain AR_0137	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7421	Acinetobacter baumannii strain MRSN11669	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7758	Acinetobacter baumannii strain MRSN7325	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42852	Escherichia coli strain MUGSI_250	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7477	Acinetobacter baumannii strain MRSN11764	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.4786	Acinetobacter baumannii strain AR_0101	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7687	Acinetobacter baumannii strain MRSN7231	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.18543	Klebsiella pneumoniae strain AR_0140	doripenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7482	Acinetobacter baumannii strain MRSN11770	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.5748	Pseudomonas aeruginosa strain AR439	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	doripenem	287.5688	Pseudomonas aeruginosa strain AR_0230	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7547	Acinetobacter baumannii strain MRSN15076	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7679	Acinetobacter baumannii strain MRSN7221	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.30434	Escherichia coli strain AR_452	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
562	doripenem	562.34089	Escherichia coli strain AR_0089	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7468	Acinetobacter baumannii strain MRSN11751	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.24449	Klebsiella pneumoniae strain MUGSI_91	doripenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	doripenem	562.34086	Escherichia coli strain AR_0013	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.20062	Klebsiella pneumoniae strain AR_0075	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7516	Acinetobacter baumannii strain MRSN11826	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.2845	Acinetobacter baumannii strain AR_0033	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.20059	Klebsiella pneumoniae strain AR_0076	doripenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.19877	Klebsiella pneumoniae strain AR_0454	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7509	Acinetobacter baumannii strain MRSN11816	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7749	Acinetobacter baumannii strain MRSN7311	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7659	Acinetobacter baumannii strain MRSN7183	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42861	Escherichia coli strain MUGSI_287	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7503	Acinetobacter baumannii strain MRSN11806	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7470	Acinetobacter baumannii strain MRSN11756	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7772	Acinetobacter baumannii strain MRSN7348	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.24256	Klebsiella pneumoniae strain 18	doripenem	Resistant	8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7661	Acinetobacter baumannii strain MRSN7185	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42762	Escherichia coli strain FDA-CDC-AR_0084	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7457	Acinetobacter baumannii strain MRSN11737	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7446	Acinetobacter baumannii strain MRSN11720	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.16325	Escherichia coli strain AR_0061	doripenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	doripenem	287.5702	Pseudomonas aeruginosa strain AR_0359	doripenem	Resistant	==8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	doripenem	562.28434	Escherichia coli strain AR_0372	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.27956	Klebsiella pneumoniae strain Kp8	doripenem	Resistant	>4	4	mg/L	MIC	CLSI		Klebsiella pneumoniae	Klebsiella
573	doripenem	573.12781	Klebsiella pneumoniae strain AR_0152	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
470	doripenem	470.7444	Acinetobacter baumannii strain MRSN11714	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7586	Acinetobacter baumannii strain MRSN7068	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7596	Acinetobacter baumannii strain MRSN7087	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.6326	Pseudomonas aeruginosa strain AR_0459	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
562	doripenem	562.16327	Escherichia coli strain AR_0104	doripenem	Susceptible	==1	1	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
287	doripenem	287.5973	Pseudomonas aeruginosa strain AR_458	doripenem	Susceptible	==2	2	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.7031	Klebsiella pneumoniae strain AR_0040	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.15420	Klebsiella pneumoniae strain AR_0112	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	doripenem	287.2973	Pseudomonas aeruginosa strain AR_0092	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7478	Acinetobacter baumannii strain MRSN11765	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7553	Acinetobacter baumannii strain MRSN15083	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.5649	Klebsiella pneumoniae strain DHQP1002001	doripenem	Resistant	==4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.27953	Klebsiella pneumoniae strain Kp15	doripenem	Resistant	==4	4	mg/L	MIC	CLSI		Klebsiella pneumoniae	Klebsiella
287	doripenem	287.2980	Pseudomonas aeruginosa strain AR_0108	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.7453	Acinetobacter baumannii strain MRSN11729	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
287	doripenem	287.2976	Pseudomonas aeruginosa strain AR_0105	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
573	doripenem	573.24334	Klebsiella pneumoniae strain MUGSI_116	doripenem	Resistant	4	4	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
562	doripenem	562.42858	Escherichia coli strain MUGSI_276	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
573	doripenem	573.12796	Klebsiella pneumoniae strain MLST-15	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
573	doripenem	573.20060	Klebsiella pneumoniae strain AR_0135	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
287	doripenem	287.2972	Pseudomonas aeruginosa strain AR_0103	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
287	doripenem	287.8518	Pseudomonas aeruginosa strain FDA-CDC-AR_0238	doripenem	Susceptible	0.25	0.25	mg/L	MIC	CLSI	Laboratory Method	Pseudomonas aeruginosa	Pseudomonas
470	doripenem	470.4704	Acinetobacter baumannii strain AR_0078	doripenem	Resistant	>8	8	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7550	Acinetobacter baumannii strain MRSN15080	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.29006	Escherichia coli strain AR436	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7548	Acinetobacter baumannii strain MRSN15078	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.28389	Escherichia coli strain AR_0077	doripenem	Susceptible	<=0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.7497	Acinetobacter baumannii strain MRSN11795	doripenem	Susceptible	0.5	0.5	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
562	doripenem	562.42856	Escherichia coli strain MUGSI_273	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Escherichia coli	Escherichia
470	doripenem	470.8036	Acinetobacter baumannii strain MRSN7760	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
470	doripenem	470.7673	Acinetobacter baumannii strain MRSN7214	doripenem	Susceptible	1	1	mg/L	MIC	CLSI	Laboratory Method	Acinetobacter baumannii	Acinetobacter
573	doripenem	573.24386	Klebsiella pneumoniae strain MUGSI_272	doripenem	Susceptible	0.12	0.12	mg/L	MIC	CLSI	Laboratory Method	Klebsiella pneumoniae	Klebsiella
